,date,share_price,oil_price,year,name,share_price_scaled
296,02-03-2000,27.347178,30.12,2000,PMO.L,0.016696046
297,02-03-2000,34.486763,30.12,2000,STL.OL,0.040997438
298,02-03-2000,8.508253,30.12,2000,FP.PA,0.028083644
299,02-03-2000,9.194695,30.12,2000,REP.MC,0.324456028
300,02-03-2000,18.06074,30.12,2000,ENGI.PA,0.632920274
301,03-03-2000,232.98262,29.83,2000,BP.L,0.162256919
302,03-03-2000,16.58,29.83,2000,CNE.L,0.007977921
303,03-03-2000,30.121372,29.83,2000,PMO.L,0.022244995
304,03-03-2000,34.486763,29.83,2000,STL.OL,0.040997438
305,03-03-2000,8.495943,29.83,2000,FP.PA,0.027783355
306,03-03-2000,9.089062,29.83,2000,REP.MC,0.315790855
307,03-03-2000,18.456459,29.83,2000,ENGI.PA,0.651341375
308,06-03-2000,232.746826,30.08,2000,BP.L,0.161521133
309,06-03-2000,15.196,30.08,2000,CNE.L,0.005097294
310,06-03-2000,29.725615,30.08,2000,PMO.L,0.021453401
311,06-03-2000,34.317989,30.08,2000,STL.OL,0.039732774
312,06-03-2000,8.557506,30.08,2000,FP.PA,0.029285117
313,06-03-2000,9.069858,30.08,2000,REP.MC,0.314215533
314,06-03-2000,19.481258,30.08,2000,ENGI.PA,0.699046757
315,07-03-2000,238.406418,31.93,2000,BP.L,0.179181663
316,07-03-2000,23.516001,31.93,2000,CNE.L,0.022414359
317,07-03-2000,29.725615,31.93,2000,PMO.L,0.021453401
318,07-03-2000,35.218136,31.93,2000,STL.OL,0.04647779
319,07-03-2000,8.736044,31.93,2000,FP.PA,0.033640354
320,07-03-2000,9.122675,31.93,2000,REP.MC,0.318548161
321,07-03-2000,18.872465,31.93,2000,ENGI.PA,0.670706856
322,08-03-2000,261.516022,31.41,2000,BP.L,0.251294258
323,08-03-2000,23.584999,31.41,2000,CNE.L,0.02255797
324,08-03-2000,31.310593,31.41,2000,PMO.L,0.024623678
325,08-03-2000,36.118279,31.41,2000,STL.OL,0.053222775
326,08-03-2000,9.265501,31.41,2000,FP.PA,0.046555873
327,08-03-2000,10.265409,31.41,2000,REP.MC,0.412287692
328,08-03-2000,18.771,31.41,2000,ENGI.PA,0.665983562
329,09-03-2000,259.629517,29.11,2000,BP.L,0.245407494
330,09-03-2000,17.955,29.11,2000,CNE.L,0.010839815
331,09-03-2000,29.725615,29.11,2000,PMO.L,0.021453401
332,09-03-2000,35.836979,29.11,2000,STL.OL,0.051114927
333,09-03-2000,9.222406,29.11,2000,FP.PA,0.045504618
334,09-03-2000,10.03494,29.11,2000,REP.MC,0.393382106
335,09-03-2000,18.872465,29.11,2000,ENGI.PA,0.670706856
336,10-03-2000,260.336914,28.97,2000,BP.L,0.247614898
337,10-03-2000,26.222,28.97,2000,CNE.L,0.028046565
338,10-03-2000,29.328886,28.97,2000,PMO.L,0.020659863
339,10-03-2000,35.668201,28.97,2000,STL.OL,0.049850234
340,10-03-2000,9.07465,28.97,2000,FP.PA,0.041900274
341,10-03-2000,9.650829,28.97,2000,REP.MC,0.361873124
342,10-03-2000,19.27832,28.97,2000,ENGI.PA,0.689599798
343,13-03-2000,258.921967,29.25,2000,BP.L,0.243199613
344,13-03-2000,19.355,29.25,2000,CNE.L,0.013753744
345,13-03-2000,27.743906,29.25,2000,PMO.L,0.017489582
346,13-03-2000,8.896112,29.25,2000,FP.PA,0.037545036
347,13-03-2000,8.940221,29.25,2000,REP.MC,0.30358129
348,13-03-2000,19.27832,29.25,2000,ENGI.PA,0.689599798
349,14-03-2000,253.026703,28.83,2000,BP.L,0.224803678
350,14-03-2000,18.938999,28.83,2000,CNE.L,0.012887889
351,14-03-2000,28.337547,28.83,2000,PMO.L,0.018676984
352,14-03-2000,35.049355,28.83,2000,STL.OL,0.045213073
353,14-03-2000,8.98846,28.83,2000,FP.PA,0.039797764
354,14-03-2000,9.674835,28.83,2000,REP.MC,0.363842358
355,14-03-2000,19.572573,28.83,2000,ENGI.PA,0.703297559
356,15-03-2000,261.28009,28.03,2000,BP.L,0.250558041
357,15-03-2000,19.145,28.03,2000,CNE.L,0.013316655
358,15-03-2000,28.337547,28.03,2000,PMO.L,0.018676984
359,15-03-2000,34.205471,28.03,2000,STL.OL,0.03888965
360,15-03-2000,8.95152,28.03,2000,FP.PA,0.038896653
361,15-03-2000,9.602814,28.03,2000,REP.MC,0.357934409
362,15-03-2000,18.872465,28.03,2000,ENGI.PA,0.670706856
363,16-03-2000,267.882904,27.97,2000,BP.L,0.271161858
364,16-03-2000,18.73,27.97,2000,CNE.L,0.012452883
365,16-03-2000,27.743906,27.97,2000,PMO.L,0.017489582
366,16-03-2000,34.993099,27.97,2000,STL.OL,0.044791534
367,16-03-2000,9.222406,27.97,2000,FP.PA,0.045504618
368,16-03-2000,9.780469,27.97,2000,REP.MC,0.372507613
